528	64
537	64
537	65
545	65
545	66
552	66
552	67
554	67
554	68
556	68
556	69
558	69
558	70
560	70
560	71
561	71
561	72
563	72
563	73
565	73
565	74
566	74
566	75
567	75
567	76
569	76
569	77
570	77
570	78
571	78
571	79
572	79
572	80
573	80
573	82
574	82
574	83
575	83
575	85
576	85
576	86
577	86
577	88
578	88
578	89
579	89
579	91
580	91
580	93
581	93
581	96
582	96
582	99
583	99
583	101
584	101
584	102
585	102
585	103
586	103
586	104
587	104
587	106
588	106
588	107
589	107
589	109
590	109
590	111
591	111
591	113
592	113
592	117
593	117
593	127
592	127
592	133
591	133
591	137
590	137
590	141
589	141
589	144
588	144
588	146
587	146
587	148
586	148
586	152
585	152
585	155
584	155
584	156
583	156
583	157
581	157
581	158
579	158
579	159
577	159
577	160
576	160
576	162
574	162
574	163
571	163
571	164
568	164
568	165
566	165
566	166
564	166
564	167
562	167
562	168
560	168
560	169
553	169
553	170
551	170
551	169
542	169
542	170
540	170
540	171
532	171
532	170
529	170
529	169
526	169
526	168
521	168
521	167
517	167
517	166
514	166
514	165
509	165
509	164
504	164
504	163
497	163
497	162
495	162
495	161
494	161
494	160
493	160
493	158
492	158
492	156
491	156
491	154
490	154
490	152
489	152
489	151
488	151
488	150
487	150
487	149
486	149
486	147
485	147
485	146
484	146
484	144
483	144
483	141
482	141
482	138
481	138
481	135
480	135
480	133
479	133
479	132
478	132
478	130
477	130
477	129
476	129
476	128
475	128
475	125
474	125
474	121
473	121
473	119
472	119
472	117
471	117
471	115
470	115
470	113
469	113
469	111
468	111
468	108
467	108
467	106
466	106
466	101
465	101
465	97
466	97
466	94
467	94
467	93
468	93
468	91
469	91
469	90
470	90
470	89
471	89
471	88
473	88
473	87
474	87
474	86
475	86
475	85
476	85
476	84
477	84
477	83
478	83
478	82
479	82
479	81
480	81
480	80
481	80
481	79
482	79
482	78
483	78
483	77
484	77
484	76
486	76
486	75
487	75
487	74
489	74
489	73
490	73
490	72
492	72
492	71
493	71
493	70
494	70
494	69
495	69
495	68
497	68
497	67
499	67
499	66
501	66
501	65
508	65
508	64
521	64
521	63
528	63
