194	339
204	339
204	340
213	340
213	341
217	341
217	342
220	342
220	343
223	343
223	344
225	344
225	345
228	345
228	346
231	346
231	347
233	347
233	348
236	348
236	349
238	349
238	350
241	350
241	351
243	351
243	352
246	352
246	353
248	353
248	354
251	354
251	355
253	355
253	356
254	356
254	357
256	357
256	358
257	358
257	359
259	359
259	360
260	360
260	361
261	361
261	362
262	362
262	363
263	363
263	364
264	364
264	365
266	365
266	366
267	366
267	367
268	367
268	368
269	368
269	369
270	369
270	370
271	370
271	371
272	371
272	372
273	372
273	373
274	373
274	374
275	374
275	375
276	375
276	376
277	376
277	377
278	377
278	378
279	378
279	379
280	379
280	380
281	380
281	381
282	381
282	382
283	382
283	383
284	383
284	384
285	384
285	385
286	385
286	387
287	387
287	388
288	388
288	389
289	389
289	391
290	391
290	393
291	393
291	395
292	395
292	397
293	397
293	399
294	399
294	401
295	401
295	403
296	403
296	406
297	406
297	411
298	411
298	416
299	416
299	418
300	418
300	422
301	422
301	425
302	425
302	428
303	428
303	434
304	434
304	438
305	438
305	447
306	447
306	451
307	451
307	454
308	454
308	459
309	459
309	490
310	490
310	503
311	503
311	513
312	513
312	525
313	525
313	533
312	533
312	537
311	537
311	540
310	540
310	542
309	542
309	544
308	544
308	546
307	546
307	548
306	548
306	550
305	550
305	552
304	552
304	553
303	553
303	555
302	555
302	557
301	557
301	559
300	559
300	560
299	560
299	562
298	562
298	563
297	563
297	564
296	564
296	566
295	566
295	567
294	567
294	568
293	568
293	569
292	569
292	570
291	570
291	572
290	572
290	573
289	573
289	574
288	574
288	575
287	575
287	576
286	576
286	577
285	577
285	578
284	578
284	579
283	579
283	580
282	580
282	581
281	581
281	582
280	582
280	583
279	583
279	584
278	584
278	586
277	586
277	587
276	587
276	588
275	588
275	590
274	590
274	591
273	591
273	592
272	592
272	593
271	593
271	594
270	594
270	595
269	595
269	596
268	596
268	597
267	597
267	598
266	598
266	599
265	599
265	600
264	600
264	601
263	601
263	602
262	602
262	603
261	603
261	604
260	604
260	605
258	605
258	606
256	606
256	607
255	607
255	608
253	608
253	609
252	609
252	610
250	610
250	611
249	611
249	612
247	612
247	613
245	613
245	614
244	614
244	615
242	615
242	616
241	616
241	617
239	617
239	618
238	618
238	619
236	619
236	620
235	620
235	621
233	621
233	622
232	622
232	623
231	623
231	624
229	624
229	625
228	625
228	626
226	626
226	627
225	627
225	628
223	628
223	629
221	629
221	630
219	630
219	631
216	631
216	632
213	632
213	633
210	633
210	634
206	634
206	635
202	635
202	636
199	636
199	637
196	637
196	638
193	638
193	639
190	639
190	640
187	640
187	641
176	641
176	642
162	642
162	641
151	641
151	640
147	640
147	639
142	639
142	638
139	638
139	637
136	637
136	636
133	636
133	635
130	635
130	634
127	634
127	633
124	633
124	632
121	632
121	631
119	631
119	630
117	630
117	629
115	629
115	628
113	628
113	627
110	627
110	626
109	626
109	625
107	625
107	624
105	624
105	623
103	623
103	622
102	622
102	621
101	621
101	620
99	620
99	619
98	619
98	618
97	618
97	617
95	617
95	616
94	616
94	615
92	615
92	614
91	614
91	613
90	613
90	612
89	612
89	611
87	611
87	610
86	610
86	608
85	608
85	607
84	607
84	606
82	606
82	605
81	605
81	604
80	604
80	602
79	602
79	601
78	601
78	600
77	600
77	599
76	599
76	597
75	597
75	596
74	596
74	595
73	595
73	594
72	594
72	592
71	592
71	591
70	591
70	589
69	589
69	587
68	587
68	586
67	586
67	584
66	584
66	581
65	581
65	579
64	579
64	577
63	577
63	575
62	575
62	573
61	573
61	571
60	571
60	569
59	569
59	568
58	568
58	566
57	566
57	564
56	564
56	562
55	562
55	560
54	560
54	558
53	558
53	555
52	555
52	551
51	551
51	548
50	548
50	544
49	544
49	537
48	537
48	530
47	530
47	497
48	497
48	485
49	485
49	480
50	480
50	475
51	475
51	470
52	470
52	466
53	466
53	462
54	462
54	459
55	459
55	456
56	456
56	453
57	453
57	451
58	451
58	448
59	448
59	447
60	447
60	445
61	445
61	443
62	443
62	441
63	441
63	438
64	438
64	435
65	435
65	432
66	432
66	430
67	430
67	427
68	427
68	425
69	425
69	424
70	424
70	422
71	422
71	420
72	420
72	418
73	418
73	416
74	416
74	414
75	414
75	413
76	413
76	411
77	411
77	410
78	410
78	408
79	408
79	407
80	407
80	406
81	406
81	405
82	405
82	403
83	403
83	402
84	402
84	401
85	401
85	400
86	400
86	398
88	398
88	397
89	397
89	396
90	396
90	395
91	395
91	394
92	394
92	393
93	393
93	391
94	391
94	390
95	390
95	389
96	389
96	388
97	388
97	387
98	387
98	386
99	386
99	385
100	385
100	384
101	384
101	383
102	383
102	382
103	382
103	381
104	381
104	380
105	380
105	379
106	379
106	378
107	378
107	377
108	377
108	376
109	376
109	375
110	375
110	374
111	374
111	373
112	373
112	372
113	372
113	371
114	371
114	370
115	370
115	369
116	369
116	368
117	368
117	367
118	367
118	366
119	366
119	365
121	365
121	364
123	364
123	363
125	363
125	362
126	362
126	361
128	361
128	360
129	360
129	359
130	359
130	358
132	358
132	357
133	357
133	356
135	356
135	355
137	355
137	354
138	354
138	353
140	353
140	352
142	352
142	351
144	351
144	350
146	350
146	349
148	349
148	348
150	348
150	347
153	347
153	346
156	346
156	345
159	345
159	344
162	344
162	343
165	343
165	342
168	342
168	341
172	341
172	340
176	340
176	339
190	339
190	338
194	338
