201	358
211	358
211	359
217	359
217	360
243	360
243	361
247	361
247	362
249	362
249	363
251	363
251	364
253	364
253	365
255	365
255	366
257	366
257	367
260	367
260	368
262	368
262	369
265	369
265	370
267	370
267	371
269	371
269	372
271	372
271	373
272	373
272	374
274	374
274	375
275	375
275	376
276	376
276	377
277	377
277	378
278	378
278	379
279	379
279	380
280	380
280	382
281	382
281	383
282	383
282	385
283	385
283	387
284	387
284	389
285	389
285	390
286	390
286	392
287	392
287	394
288	394
288	396
289	396
289	398
290	398
290	401
291	401
291	419
292	419
292	423
293	423
293	425
294	425
294	426
295	426
295	428
296	428
296	429
297	429
297	430
298	430
298	432
299	432
299	433
300	433
300	435
301	435
301	436
302	436
302	438
303	438
303	441
304	441
304	443
305	443
305	446
306	446
306	448
307	448
307	452
308	452
308	469
309	469
309	473
308	473
308	478
307	478
307	482
306	482
306	484
305	484
305	486
304	486
304	487
303	487
303	489
302	489
302	491
301	491
301	494
300	494
300	495
301	495
301	497
302	497
302	499
303	499
303	509
302	509
302	516
301	516
301	519
300	519
300	522
299	522
299	524
298	524
298	526
297	526
297	528
296	528
296	530
295	530
295	532
294	532
294	534
293	534
293	536
292	536
292	539
291	539
291	541
290	541
290	543
289	543
289	544
288	544
288	546
287	546
287	547
286	547
286	549
285	549
285	550
284	550
284	551
283	551
283	552
282	552
282	554
281	554
281	555
280	555
280	557
279	557
279	558
278	558
278	560
277	560
277	561
276	561
276	562
275	562
275	563
274	563
274	565
273	565
273	566
272	566
272	567
271	567
271	568
270	568
270	569
269	569
269	570
268	570
268	571
267	571
267	572
266	572
266	573
264	573
264	574
263	574
263	575
261	575
261	576
260	576
260	577
258	577
258	578
256	578
256	579
254	579
254	580
252	580
252	581
249	581
249	582
247	582
247	583
245	583
245	584
243	584
243	585
241	585
241	586
239	586
239	587
238	587
238	588
236	588
236	589
235	589
235	590
233	590
233	591
232	591
232	592
230	592
230	593
228	593
228	594
227	594
227	595
225	595
225	596
224	596
224	597
222	597
222	598
221	598
221	599
219	599
219	600
217	600
217	601
215	601
215	602
213	602
213	603
211	603
211	604
209	604
209	605
206	605
206	606
203	606
203	607
199	607
199	608
194	608
194	609
180	609
180	610
176	610
176	611
173	611
173	612
171	612
171	613
169	613
169	614
167	614
167	615
165	615
165	616
163	616
163	617
160	617
160	618
157	618
157	619
137	619
137	618
133	618
133	617
130	617
130	616
128	616
128	615
126	615
126	614
124	614
124	613
122	613
122	612
120	612
120	611
119	611
119	610
118	610
118	609
116	609
116	608
115	608
115	607
114	607
114	606
112	606
112	605
111	605
111	604
110	604
110	603
109	603
109	601
108	601
108	600
107	600
107	598
106	598
106	597
105	597
105	595
104	595
104	594
103	594
103	592
102	592
102	591
101	591
101	589
100	589
100	587
99	587
99	584
98	584
98	580
97	580
97	577
96	577
96	574
95	574
95	566
94	566
94	541
93	541
93	538
92	538
92	537
91	537
91	536
89	536
89	535
86	535
86	534
84	534
84	533
83	533
83	532
82	532
82	528
81	528
81	525
80	525
80	523
79	523
79	516
80	516
80	514
81	514
81	512
82	512
82	510
83	510
83	509
84	509
84	508
85	508
85	506
86	506
86	501
87	501
87	494
88	494
88	487
87	487
87	481
88	481
88	477
89	477
89	472
88	472
88	465
89	465
89	463
90	463
90	462
91	462
91	460
92	460
92	459
93	459
93	458
94	458
94	456
95	456
95	455
96	455
96	454
97	454
97	452
98	452
98	451
99	451
99	450
100	450
100	449
101	449
101	448
102	448
102	447
103	447
103	446
105	446
105	445
106	445
106	444
107	444
107	443
108	443
108	442
109	442
109	441
110	441
110	440
111	440
111	439
112	439
112	437
113	437
113	436
114	436
114	433
115	433
115	429
116	429
116	427
117	427
117	424
118	424
118	421
119	421
119	419
120	419
120	417
121	417
121	414
122	414
122	410
123	410
123	408
124	408
124	407
125	407
125	406
126	406
126	405
127	405
127	404
128	404
128	403
129	403
129	402
131	402
131	401
132	401
132	400
133	400
133	399
134	399
134	398
135	398
135	397
136	397
136	396
137	396
137	395
138	395
138	394
139	394
139	393
140	393
140	392
141	392
141	391
142	391
142	390
143	390
143	389
144	389
144	388
145	388
145	387
146	387
146	386
147	386
147	385
148	385
148	384
149	384
149	383
150	383
150	382
151	382
151	381
152	381
152	380
154	380
154	379
155	379
155	378
156	378
156	377
157	377
157	376
158	376
158	375
160	375
160	374
161	374
161	373
162	373
162	372
163	372
163	371
164	371
164	370
165	370
165	369
166	369
166	368
167	368
167	367
168	367
168	366
170	366
170	365
171	365
171	364
172	364
172	363
174	363
174	362
177	362
177	361
180	361
180	360
183	360
183	359
186	359
186	358
194	358
194	357
201	357
