180	58
190	58
190	59
198	59
198	60
205	60
205	61
210	61
210	62
217	62
217	63
223	63
223	64
225	64
225	65
227	65
227	66
228	66
228	67
229	67
229	68
231	68
231	69
232	69
232	70
234	70
234	71
236	71
236	72
237	72
237	73
239	73
239	74
241	74
241	75
243	75
243	76
245	76
245	77
246	77
246	78
248	78
248	79
249	79
249	80
250	80
250	81
252	81
252	82
253	82
253	83
254	83
254	84
255	84
255	85
256	85
256	86
257	86
257	87
258	87
258	88
259	88
259	89
260	89
260	90
261	90
261	91
262	91
262	92
263	92
263	93
264	93
264	94
265	94
265	95
266	95
266	96
267	96
267	97
268	97
268	98
269	98
269	100
270	100
270	101
271	101
271	103
272	103
272	105
273	105
273	106
274	106
274	107
275	107
275	108
276	108
276	109
277	109
277	112
278	112
278	117
279	117
279	122
280	122
280	130
281	130
281	137
280	137
280	140
279	140
279	143
278	143
278	145
277	145
277	147
276	147
276	148
275	148
275	151
274	151
274	155
273	155
273	159
272	159
272	163
271	163
271	166
270	166
270	169
269	169
269	173
268	173
268	174
267	174
267	175
266	175
266	176
264	176
264	177
262	177
262	178
260	178
260	179
256	179
256	180
253	180
253	181
252	181
252	182
251	182
251	183
250	183
250	186
249	186
249	191
248	191
248	193
247	193
247	197
246	197
246	206
245	206
245	209
244	209
244	212
243	212
243	213
242	213
242	215
241	215
241	216
240	216
240	217
239	217
239	218
238	218
238	219
237	219
237	220
236	220
236	221
234	221
234	222
232	222
232	223
230	223
230	224
228	224
228	225
226	225
226	226
224	226
224	227
222	227
222	228
219	228
219	229
216	229
216	230
212	230
212	231
209	231
209	232
206	232
206	233
204	233
204	234
201	234
201	235
199	235
199	236
197	236
197	237
195	237
195	238
194	238
194	239
192	239
192	240
191	240
191	241
190	241
190	242
189	242
189	243
187	243
187	244
186	244
186	245
185	245
185	246
183	246
183	247
181	247
181	248
179	248
179	249
176	249
176	250
169	250
169	249
166	249
166	248
163	248
163	247
161	247
161	246
158	246
158	245
148	245
148	244
141	244
141	243
139	243
139	242
136	242
136	241
134	241
134	240
132	240
132	239
131	239
131	238
130	238
130	237
128	237
128	236
127	236
127	235
126	235
126	234
125	234
125	233
124	233
124	231
123	231
123	228
122	228
122	226
121	226
121	225
120	225
120	221
119	221
119	218
118	218
118	216
117	216
117	215
115	215
115	214
112	214
112	213
107	213
107	212
106	212
106	211
104	211
104	210
103	210
103	209
102	209
102	208
101	208
101	207
100	207
100	205
99	205
99	202
98	202
98	196
97	196
97	192
96	192
96	185
95	185
95	182
94	182
94	179
93	179
93	177
92	177
92	174
91	174
91	170
90	170
90	158
89	158
89	128
90	128
90	125
91	125
91	123
92	123
92	120
93	120
93	118
94	118
94	116
95	116
95	114
96	114
96	111
97	111
97	107
98	107
98	105
99	105
99	103
100	103
100	102
101	102
101	100
102	100
102	99
103	99
103	98
104	98
104	97
105	97
105	95
106	95
106	94
107	94
107	93
108	93
108	91
109	91
109	90
110	90
110	89
111	89
111	88
112	88
112	87
113	87
113	86
114	86
114	85
115	85
115	84
116	84
116	83
118	83
118	82
119	82
119	80
120	80
120	79
121	79
121	78
123	78
123	77
124	77
124	76
126	76
126	75
127	75
127	74
129	74
129	73
130	73
130	72
131	72
131	71
133	71
133	70
135	70
135	69
137	69
137	68
139	68
139	67
141	67
141	66
143	66
143	65
145	65
145	64
147	64
147	63
149	63
149	62
151	62
151	61
154	61
154	60
156	60
156	59
159	59
159	58
161	58
161	57
180	57
